,EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,geometry,x,y,coastal,blue,green,red,nir08,coastal_n,blue_n,green_n,red_n,nir08_n,datetime,eo:cloud_cover,proj:epsg,view:sun_azimuth,view:sun_elevation
11320,608646,RET5.2,2022-06-29,09:15:00,1,ISM,M1,SPCOND,,1538.0,UMHOS/CM,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
11858,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TDN,,0.274,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
12398,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TDP,,0.023,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
12683,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TN,,0.491,MG/L,D04,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
13081,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TON,,0.443,MG/L,D03A,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
13082,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TON,,0.4625,MG/L,D03B,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
13433,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TP,,0.0657,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
13968,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TSS,,27.0,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
14504,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,TURB_NTU,,20.6,NTU,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
15011,608646,RET5.2,2022-06-29,09:15:00,1,D,S1,VSS,,7.0,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
15535,608646,RET5.2,2022-06-29,09:15:00,1,ISM,M1,WTEMP,,25.08,DEG C,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,-0.00047527777777778106,0.013174907407407403,0.04767824074074073,0.035851882716049374,-0.001331512345679017,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246
534,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,CHLA,,15.077,UG/L,L01,VADCLS,,,,Value and uncensored value corrected per DEQ request after volume filtered correction was applied.,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
1092,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,DIN,,0.34,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
1616,608754,RET5.2,2022-02-08,09:30:00,1,ISM,M1,DO,,12.69,MG/L,F04,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
1796,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,DOC,,3.86,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
2350,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,DON,,0.242,MG/L,D02,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
2882,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,DOP,,0.007,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
3413,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,FCOLI_C,<,25.0,COL/100 ML,L02,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
3949,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,FSS,,43.0,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
4652,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,NH4F,,0.045,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
5188,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,NO23F,,0.295,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
5730,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,NO2F,G,0.003,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
6353,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,NO3F,,0.292,MG/L,D01G,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
6898,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,PC,,3.35,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
7419,608754,RET5.2,2022-02-08,09:30:00,1,ISM,M1,PH,,7.93,SU,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
7963,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,PHEO,,11.027,UG/L,L01,VADCLS,,,,Value corrected per DEQ request after volume filtered correction.,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
8497,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,PN,,0.418,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
9039,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,PO4F,,0.011,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
9576,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,PP,,0.1124,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
9828,608754,RET5.2,2022-02-08,09:30:00,1,ISM,M1,SALINITY,,0.45,PPT,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
10337,608754,RET5.2,2022-02-08,09:30:00,0,ISM,M1,SECCHI,,0.3,M,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
10554,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,SIF,,3.08411,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
10792,608754,RET5.2,2022-02-08,09:30:00,1,ISM,M1,SIGMA_T,,0.39428,NONE,D01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
11322,608754,RET5.2,2022-02-08,09:30:00,1,ISM,M1,SPCOND,,914.0,UMHOS/CM,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
11857,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,TDN,,0.582,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
12399,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,TDP,,0.018,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
12682,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,TN,,1.0,MG/L,D04,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
13083,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,TON,,0.66,MG/L,D02,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
13432,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,TP,,0.1304,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
13969,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,TSS,,54.0,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
14503,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,TURB_NTU,,42.1,NTU,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
15012,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,VSS,,11.0,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
15533,608754,RET5.2,2022-02-08,09:30:00,1,ISM,M1,WTEMP,,4.74,DEG C,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.02751904320987654,0.03691827160493827,0.06715265432098765,0.07103592592592595,0.016092962962962958,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245
535,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,CHLA,,8.04,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
1091,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,DIN,,0.104,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
1617,621235,RET5.2,2022-08-02,09:45:00,1,ISM,M1,DO,,6.16,MG/L,F04,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
1795,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,DOC,,3.71,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
2352,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,DON,,0.26,MG/L,D02,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
2880,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,DOP,,0.009,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
3415,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,FCOLI_C,,25.0,COL/100 ML,L02,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
3947,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,FSS,,14.0,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
4112,621235,RET5.2,2022-08-02,09:45:00,0,ISM,M1,KD,,0.0,1/M,D01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
4650,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,NH4F,,0.031,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
5190,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,NO23F,,0.073,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
5728,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,NO2F,,0.013,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
6356,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,NO3F,,0.06,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
6896,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,PC,,1.21,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
7422,621235,RET5.2,2022-08-02,09:45:00,1,ISM,M1,PH,,7.38,SU,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
7961,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,PHEO,,3.82,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
8499,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,PN,,0.174,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
9037,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,PO4F,,0.025,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
9578,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,PP,,0.0366,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
9825,621235,RET5.2,2022-08-02,09:45:00,1,ISM,M1,SALINITY,,4.08,PPT,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
10340,621235,RET5.2,2022-08-02,09:45:00,0,ISM,M1,SECCHI,,0.7,M,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
10552,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,SIF,,1.1215,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
10795,621235,RET5.2,2022-08-02,09:45:00,1,ISM,M1,SIGMA_T,,-0.9661,NONE,D01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
11319,621235,RET5.2,2022-08-02,09:45:00,1,ISM,M1,SPCOND,,7429.0,UMHOS/CM,F01,,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
11859,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,TDN,,0.364,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
12397,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,TDP,,0.034,MG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
12684,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,TN,,0.538,MG/L,D04,VADCLS,,,,nan nan,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
13080,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,TON,,0.434,MG/L,D02,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
13434,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,TP,,0.0706,MG/L,D01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.021563765432098765,0.03231728395061729,0.06105104938271604,0.05014135802469136,0.026221111111111105,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233
